lob,lob명,청구항목id,청구항목명,단위서비스id,단위서비스명,요금유형코드,기준월,회선수,신규회선수,해지회선수,요청금액,할인금액,청구금액,ARPU,할인율,성장률,계절성_요인,출시월,서비스개월수
BC,방송서비스,BI0041,안심귀가 서비스,US0041,SAFE001,R005,2025-06,3267,159,118,30627993,2281008,26231603,8727.46,8.0,72.8,1.15,2025-03,4
BC,방송서비스,BI0042,위치정보 서비스,US0042,LOC001,R001,2025-06,2872,126,55,18782713,1501452,17266710,6534.88,8.0,46.9,1.15,2025-01,6
IS,인터넷서비스,BI0043,클라우드 백업 서비스,US0043,CLOUD002,R004,2025-06,2744,202,34,24608493,1849488,21269116,8425.15,8.0,61.1,1.15,2025-01,6
BC,방송서비스,BI0044,벨소리 다운로드,US0044,ADDON004,R001,2025-06,3127,215,105,3191727,233208,2681894,932.24,8.0,-34.1,1.15,2025-01,6
BC,방송서비스,BI0045,통화녹음 서비스,US0045,ADDON005,R007,2025-06,2054,73,86,13302655,998085,11477988,6074.04,8.0,57.4,1.15,2025-02,5
BC,방송서비스,BI0046,재난안전 서비스,US0046,EMRG001,R007,2025-06,1200,77,47,28708648,2103954,24195475,21916.19,8.0,128.8,1.15,2025-01,6
BC,방송서비스,BI0047,응급신고 서비스,US0047,EMRG002,R005,2025-06,919,32,41,16970206,1342230,15435657,18256.68,8.0,144.1,1.15,2025-02,5
IS,인터넷서비스,BI0048,교육용 태블릿 월정액,US0048,EDU001,R007,2025-06,2168,171,21,137626522,10826506,124504827,62422.2,8.0,119.7,1.15,2025-03,4
IS,인터넷서비스,BI0049,의료진 전용 서비스,US0049,MED001,R001,2025-06,765,30,20,108770035,8402127,96624461,137289.66,8.0,170.3,1.15,2025-01,6
BC,방송서비스,BI0050,택시 호출 서비스,US0050,TAXI001,R007,2025-06,1383,96,16,38022249,2792671,32115720,25241.06,8.0,82.3,1.15,2025-04,3
BC,방송서비스,BI0051,배달 서비스 연동,US0051,DELIV001,R007,2025-06,4811,258,208,193952945,14581142,167683139,37884.91,8.0,284.2,1.15,2025-02,5
IS,인터넷서비스,BI0052,공공 WiFi 서비스,US0052,WIFI001,R005,2025-06,4951,327,53,68894721,5030526,57851056,12700.78,8.0,101.1,1.15,2025-01,6
BC,방송서비스,BI0053,관광 안내 서비스,US0053,TOUR001,R004,2025-06,691,17,28,7911656,589788,6782573,10669.12,8.0,50.0,1.15,2025-05,2
BC,방송서비스,BI0054,번역 서비스,US0054,TRANS001,R005,2025-06,683,29,10,8061459,634915,7301528,11619.98,8.0,109.7,1.15,2025-03,4
BC,방송서비스,BI0055,날씨 알림 서비스,US0055,WEATHER001,R005,2025-06,4906,186,161,18721365,1462487,16818610,3726.27,8.0,27.6,1.15,2025-01,6
BC,방송서비스,BI0056,스마트파킹 서비스 1,US0056,PARK001,R006,2025-06,785,24,13,16189001,1278174,14699010,20353.1,8.0,137.2,1.15,2025-02,5
BC,방송서비스,BI0057,스마트파킹 서비스 2,US0057,PARK002,R005,2025-06,705,34,29,12093443,916752,10542658,16254.48,8.0,108.2,1.15,2025-02,5
BC,방송서비스,BI0058,스마트파킹 서비스 3,US0058,PARK003,R005,2025-06,1052,31,40,26711491,2054929,23631691,24416.94,8.0,150.1,1.15,2025-03,4
BC,방송서비스,BI0059,스마트파킹 서비스 4,US0059,PARK004,R005,2025-06,1444,41,60,51569305,3968183,45634107,34350.62,8.0,292.2,1.15,2025-02,5
BC,방송서비스,BI0060,스마트파킹 서비스 5,US0060,PARK005,R007,2025-06,1534,102,37,75764756,5515217,63425007,44941.48,8.0,420.9,1.15,2025-02,5
BC,방송서비스,BI0061,스마트가로등 서비스 1,US0061,LIGHT001,R007,2025-06,2772,152,30,39098335,3015179,34674570,13596.59,8.0,191.9,1.15,2025-01,6
BC,방송서비스,BI0062,스마트가로등 서비스 2,US0062,LIGHT002,R004,2025-06,2020,52,28,17999279,1419450,16323678,8783.73,8.0,106.0,1.15,2025-02,5
BC,방송서비스,BI0063,스마트가로등 서비스 3,US0063,LIGHT003,R004,2025-06,1279,92,47,10001483,741665,8529149,7248.49,8.0,66.0,1.15,2025-01,6
BC,방송서비스,BI0064,스마트가로등 서비스 4,US0064,LIGHT004,R006,2025-06,2465,128,50,27797033,2180160,25071846,11055.58,8.0,124.9,1.15,2025-01,6
BC,방송서비스,BI0065,스마트가로등 서비스 5,US0065,LIGHT005,R007,2025-06,1803,130,83,13486360,1065140,12249117,7384.5,8.0,62.9,1.15,2025-04,3
BC,방송서비스,BI0066,대기질 모니터링 1,US0066,AIR001,R006,2025-06,254,10,3,2688473,214073,2461851,10535.13,8.0,35.2,1.15,2025-04,3
BC,방송서비스,BI0067,대기질 모니터링 2,US0067,AIR002,R005,2025-06,545,17,6,10297518,803736,9242966,18434.32,8.0,80.0,1.15,2025-02,5
BC,방송서비스,BI0068,대기질 모니터링 3,US0068,AIR003,R006,2025-06,466,25,8,7846679,607751,6989147,16302.36,8.0,98.6,1.15,2025-02,5
BC,방송서비스,BI0069,대기질 모니터링 4,US0069,AIR004,R008,2025-06,718,25,16,18638038,1383297,15907924,24082.48,8.0,180.2,1.15,2025-01,6
BC,방송서비스,BI0070,대기질 모니터링 5,US0070,AIR005,R007,2025-06,661,24,9,20957284,1628088,18723017,30788.36,8.0,232.9,1.15,2025-01,6
BC,방송서비스,BI0071,교통정보 서비스 1,US0071,TRAFFIC001,R005,2025-06,707,23,17,8487282,647495,7446195,11447.94,8.0,55.5,1.15,2025-03,4
BC,방송서비스,BI0072,교통정보 서비스 2,US0072,TRAFFIC002,R006,2025-06,896,46,25,18374223,1351706,15544625,18857.51,8.0,92.0,1.15,2025-02,5
BC,방송서비스,BI0073,교통정보 서비스 3,US0073,TRAFFIC003,R007,2025-06,1026,70,16,16043309,1191861,13706410,14520.73,8.0,80.2,1.15,2025-03,4
BC,방송서비스,BI0074,교통정보 서비스 4,US0074,TRAFFIC004,R004,2025-06,1345,53,48,23292237,1771437,20371534,16463.18,8.0,83.7,1.15,2025-03,4
BC,방송서비스,BI0075,교통정보 서비스 5,US0075,TRAFFIC005,R005,2025-06,3943,265,122,142327164,11026339,126802904,34955.43,8.0,464.5,1.15,2025-01,6
BC,방송서비스,BI0076,스마트 쓰레기통 1,US0076,WASTE001,R004,2025-06,806,46,11,7915271,594816,6840388,9224.82,8.0,89.4,1.15,2025-01,6
BC,방송서비스,BI0077,스마트 쓰레기통 2,US0077,WASTE002,R003,2025-06,518,14,23,4843427,372324,4281738,8984.68,8.0,40.9,1.15,2025-03,4
BC,방송서비스,BI0078,스마트 쓰레기통 3,US0078,WASTE003,R007,2025-06,809,44,12,8957195,695834,8002095,10751.46,8.0,116.7,1.15,2025-02,5
BC,방송서비스,BI0079,스마트 쓰레기통 4,US0079,WASTE004,R006,2025-06,1113,44,49,13262368,1026897,11809322,11532.99,8.0,77.0,1.15,2025-02,5
BC,방송서비스,BI0080,스마트 쓰레기통 5,US0080,WASTE005,R001,2025-06,609,29,19,4920685,360263,4143028,7394.57,8.0,29.3,1.15,2025-04,3
BC,방송서비스,BI0081,원격진료 서비스 1,US0081,HEALTH001,R002,2025-06,989,32,34,224647820,17464292,200839360,220731.7,8.0,447.9,1.15,2025-01,6
BC,방송서비스,BI0082,원격진료 서비스 2,US0082,HEALTH002,R003,2025-06,318,22,11,24515127,1937503,22281288,76159.72,8.0,90.2,1.15,2025-04,3
BC,방송서비스,BI0083,원격진료 서비스 3,US0083,HEALTH003,R005,2025-06,510,32,15,55764557,4277433,49190487,104839.06,8.0,186.4,1.15,2025-03,4
BC,방송서비스,BI0084,원격진료 서비스 4,US0084,HEALTH004,R006,2025-06,289,21,14,17148068,1310595,15071853,56686.67,8.0,58.3,1.15,2025-04,3
BC,방송서비스,BI0085,원격진료 서비스 5,US0085,HEALTH005,R001,2025-06,487,11,15,63886564,5090563,58541481,130661.28,8.0,284.0,1.15,2025-02,5
BC,방송서비스,BI0086,건강모니터링 서비스 1,US0086,VITAL001,R003,2025-06,311,20,13,14942410,1149825,13222998,46214.87,8.0,55.9,1.15,2025-04,3
BC,방송서비스,BI0087,건강모니터링 서비스 2,US0087,VITAL002,R001,2025-06,1681,93,80,336786242,25121551,288897844,186805.11,8.0,536.1,1.15,2025-02,5
BC,방송서비스,BI0088,건강모니터링 서비스 3,US0088,VITAL003,R007,2025-06,714,33,18,89137774,6592086,75809001,115407.69,8.0,283.2,1.15,2025-02,5
BC,방송서비스,BI0089,건강모니터링 서비스 4,US0089,VITAL004,R006,2025-06,1077,27,48,214636386,16413765,188758305,190503.32,8.0,494.7,1.15,2025-01,6
BC,방송서비스,BI0090,건강모니터링 서비스 5,US0090,VITAL005,R006,2025-06,852,53,19,119633604,9402518,108128963,137947.75,8.0,297.9,1.15,2025-02,5
BC,방송서비스,BI0091,응급호출 서비스 1,US0091,SOS001,R002,2025-06,230,12,8,7766052,567834,6530103,30860.6,8.0,83.9,1.15,2025-03,4
BC,방송서비스,BI0092,응급호출 서비스 2,US0092,SOS002,R005,2025-06,222,6,2,6085539,458835,5276608,25835.33,8.0,71.9,1.15,2025-04,3
BC,방송서비스,BI0093,응급호출 서비스 3,US0093,SOS003,R006,2025-06,491,30,11,44384955,3502973,40284199,89179.58,8.0,370.9,1.15,2025-02,5
BC,방송서비스,BI0094,응급호출 서비스 4,US0094,SOS004,R007,2025-06,225,14,7,8400020,631946,7267390,35108.16,8.0,78.7,1.15,2025-04,3
BC,방송서비스,BI0095,응급호출 서비스 5,US0095,SOS005,R004,2025-06,171,7,6,4128694,308327,3545764,22538.54,8.0,50.9,1.15,2025-04,3
BC,방송서비스,BI0096,복약알림 서비스 1,US0096,MEDICINE001,R002,2025-06,839,28,18,21889157,1732449,19923166,25811.22,8.0,158.8,1.15,2025-03,4
BC,방송서비스,BI0097,복약알림 서비스 2,US0097,MEDICINE002,R006,2025-06,453,14,7,7288714,556204,6396358,15347.82,8.0,34.0,1.15,2025-04,3
BC,방송서비스,BI0098,복약알림 서비스 3,US0098,MEDICINE003,R008,2025-06,1079,67,31,35252455,2760823,31749465,31983.59,8.0,258.6,1.15,2025-01,6
BC,방송서비스,BI0099,복약알림 서비스 4,US0099,MEDICINE004,R004,2025-06,587,43,22,10345465,766232,8811677,16316.71,8.0,52.4,1.15,2025-03,4
BC,방송서비스,BI0100,복약알림 서비스 5,US0100,MEDICINE005,R005,2025-06,679,42,9,10290420,802907,9233438,14781.07,8.0,80.5,1.15,2025-03,4
BC,방송서비스,BI0101,모바일 결제 서비스 1,US0101,PAY001,R007,2025-06,5912,434,97,256935796,20049453,230568719,42391.44,8.0,260.7,1.15,2025-02,5
BC,방송서비스,BI0102,모바일 결제 서비스 2,US0102,PAY002,R004,2025-06,5178,247,142,179900512,14319163,164670382,34567.31,8.0,156.0,1.15,2025-01,6
BC,방송서비스,BI0103,모바일 결제 서비스 3,US0103,PAY003,R004,2025-06,10929,309,119,789143208,59677312,686289091,68255.69,8.0,412.2,1.15,2025-01,6
BC,방송서비스,BI0104,모바일 결제 서비스 4,US0104,PAY004,R006,2025-06,3793,153,76,115809602,9254636,106428321,30499.07,8.0,88.9,1.15,2025-03,4
BC,방송서비스,BI0105,모바일 결제 서비스 5,US0105,PAY005,R003,2025-06,7522,240,358,251616295,19361942,222662338,32175.52,8.0,179.5,1.15,2025-02,5
BC,방송서비스,BI0106,블록체인 인증 1,US0106,BLOCK001,R004,2025-06,541,23,18,120688730,9174062,105501724,211970.03,8.0,529.7,1.15,2025-02,5
BC,방송서비스,BI0107,블록체인 인증 2,US0107,BLOCK002,R002,2025-06,234,17,5,16332090,1265282,14550743,67589.85,8.0,173.5,1.15,2025-04,3
BC,방송서비스,BI0108,블록체인 인증 3,US0108,BLOCK003,R001,2025-06,315,22,8,17817595,1389070,15974314,55121.86,8.0,127.8,1.15,2025-04,3
BC,방송서비스,BI0109,블록체인 인증 4,US0109,BLOCK004,R007,2025-06,181,6,8,12990981,1011673,11634247,69866.97,8.0,112.1,1.15,2025-03,4
BC,방송서비스,BI0110,블록체인 인증 5,US0110,BLOCK005,R004,2025-06,288,20,6,18335180,1416661,16291609,61487.05,8.0,110.0,1.15,2025-04,3
BC,방송서비스,BI0111,디지털 신원증명 1,US0111,ID001,R003,2025-06,347,26,5,12035138,955516,10988436,34420.61,8.0,89.1,1.15,2025-03,4
BC,방송서비스,BI0112,디지털 신원증명 2,US0112,ID002,R001,2025-06,643,49,28,53077156,4169661,47951103,81058.73,8.0,252.6,1.15,2025-03,4
BC,방송서비스,BI0113,디지털 신원증명 3,US0113,ID003,R004,2025-06,377,21,5,24038313,1865020,21447730,61837.53,8.0,163.2,1.15,2025-01,6
BC,방송서비스,BI0114,디지털 신원증명 4,US0114,ID004,R008,2025-06,463,21,11,25464182,1895997,21803976,51187.85,8.0,185.4,1.15,2025-01,6
BC,방송서비스,BI0115,디지털 신원증명 5,US0115,ID005,R001,2025-06,282,9,3,14597831,1160419,13344830,51437.05,8.0,155.6,1.15,2025-03,4
BC,방송서비스,BI0116,게임 전용 회선 1,US0116,GAME001,R007,2025-06,1907,93,69,272098567,21041891,241981755,137925.35,8.0,160.8,1.15,2025-02,5
BC,방송서비스,BI0117,게임 전용 회선 2,US0117,GAME002,R005,2025-06,1701,104,18,165642033,13061907,150211939,95986.98,8.0,87.9,1.15,2025-04,3
BC,방송서비스,BI0118,게임 전용 회선 3,US0118,GAME003,R003,2025-06,3363,169,150,500839603,39928541,459178227,148411.17,8.0,220.9,1.15,2025-02,5
BC,방송서비스,BI0119,게임 전용 회선 4,US0119,GAME004,R004,2025-06,1816,119,85,147495687,11487495,132106199,79071.42,8.0,82.7,1.15,2025-03,4
BC,방송서비스,BI0120,게임 전용 회선 5,US0120,GAME005,R006,2025-06,1818,78,26,184933551,13739052,157999102,94465.43,8.0,78.7,1.15,2025-04,3
BC,방송서비스,BI0121,스트리밍 최적화 1,US0121,STREAM001,R004,2025-06,3607,91,75,337149156,26086586,299995749,90402.64,8.0,116.1,1.15,2025-02,5
BC,방송서비스,BI0122,스트리밍 최적화 2,US0122,STREAM002,R005,2025-06,1800,48,26,113847118,8616616,99091094,59837.62,8.0,33.5,1.15,2025-03,4
BC,방송서비스,BI0123,스트리밍 최적화 3,US0123,STREAM003,R007,2025-06,2833,225,60,191687863,14776522,169930006,65198.21,8.0,90.1,1.15,2025-03,4
BC,방송서비스,BI0124,스트리밍 최적화 4,US0124,STREAM004,R004,2025-06,3714,87,119,417267516,33029385,379837929,111165.14,8.0,178.2,1.15,2025-02,5
BC,방송서비스,BI0125,스트리밍 최적화 5,US0125,STREAM005,R001,2025-06,4035,119,182,519959253,39407353,453184560,122079.78,8.0,163.7,1.15,2025-01,6
BC,방송서비스,BI0126,VR/AR 서비스 1,US0126,VR001,R007,2025-06,5488,121,164,6787548168,497344836,5719465622,1132800.74,8.0,1566.9,1.15,2025-01,6
BC,방송서비스,BI0127,VR/AR 서비스 2,US0127,VR002,R006,2025-06,1140,38,24,214072191,15909651,182960997,174447.94,8.0,183.7,1.15,2025-04,3
BC,방송서비스,BI0128,VR/AR 서비스 3,US0128,VR003,R008,2025-06,852,25,42,185372040,14090339,162038902,206724.46,8.0,175.3,1.15,2025-03,4
BC,방송서비스,BI0129,VR/AR 서비스 4,US0129,VR004,R004,2025-06,1126,80,54,233331783,18488933,212622734,205250.15,8.0,241.6,1.15,2025-04,3
BC,방송서비스,BI0130,VR/AR 서비스 5,US0130,VR005,R008,2025-06,946,44,28,159581887,12627989,145221885,166860.33,8.0,148.6,1.15,2025-04,3
