lob,lob명,청구항목id,청구항목명,단위서비스id,단위서비스명,요금유형코드,기준월,회선수,신규회선수,해지회선수,요청금액,할인금액,청구금액,ARPU,할인율,성장률,계절성_요인,출시월,서비스개월수
BC,방송서비스,BI0065,스마트가로등 서비스 5,US0065,LIGHT005,R001,2025-05,1032,34,18,4862706,241487,4588270,4680.0,5.0,27.6,1.0,2025-04,2
BC,방송서비스,BI0066,대기질 모니터링 1,US0066,AIR001,R006,2025-05,186,7,7,1624724,78539,1492249,8445.1,5.0,16.3,1.0,2025-04,2
BC,방송서비스,BI0067,대기질 모니터링 2,US0067,AIR002,R005,2025-05,403,14,13,5832974,268133,5094529,13306.86,5.0,55.4,1.0,2025-02,4
BC,방송서비스,BI0068,대기질 모니터링 3,US0068,AIR003,R005,2025-05,297,16,12,3727959,170020,3230391,11449.2,5.0,67.3,1.0,2025-02,4
BC,방송서비스,BI0069,대기질 모니터링 4,US0069,AIR004,R006,2025-05,521,38,25,9113985,427639,8125154,16416.11,5.0,128.0,1.0,2025-01,5
BC,방송서비스,BI0070,대기질 모니터링 5,US0070,AIR005,R006,2025-05,396,28,9,8714475,410689,7803108,20741.91,5.0,161.7,1.0,2025-01,5
BC,방송서비스,BI0071,교통정보 서비스 1,US0071,TRAFFIC001,R006,2025-05,552,35,12,5015180,232867,4424476,8437.22,5.0,34.2,1.0,2025-03,3
BC,방송서비스,BI0072,교통정보 서비스 2,US0072,TRAFFIC002,R006,2025-05,649,51,10,9068577,428587,8143154,13207.61,5.0,63.1,1.0,2025-02,4
BC,방송서비스,BI0073,교통정보 서비스 3,US0073,TRAFFIC003,R003,2025-05,751,51,26,7697720,382678,7270895,10191.18,5.0,48.1,1.0,2025-03,3
BC,방송서비스,BI0074,교통정보 서비스 4,US0074,TRAFFIC004,R006,2025-05,1048,27,37,12915131,615185,11688529,11740.19,5.0,50.0,1.0,2025-03,3
BC,방송서비스,BI0075,교통정보 서비스 5,US0075,TRAFFIC005,R002,2025-05,2034,156,20,45510262,2188326,41578208,21517.47,5.0,299.3,1.0,2025-01,5
BC,방송서비스,BI0076,스마트 쓰레기통 1,US0076,WASTE001,R003,2025-05,573,25,18,4555901,217934,4140763,7606.8,5.0,66.7,1.0,2025-01,5
BC,방송서비스,BI0077,스마트 쓰레기통 2,US0077,WASTE002,R007,2025-05,430,10,11,3093613,146799,2789187,6827.88,5.0,25.7,1.0,2025-03,3
BC,방송서비스,BI0078,스마트 쓰레기통 3,US0078,WASTE003,R002,2025-05,586,21,19,4287873,212104,4029988,7239.07,5.0,78.6,1.0,2025-02,4
BC,방송서비스,BI0079,스마트 쓰레기통 4,US0079,WASTE004,R005,2025-05,772,20,11,6882721,328761,6246475,8517.15,5.0,53.4,1.0,2025-02,4
BC,방송서비스,BI0080,스마트 쓰레기통 5,US0080,WASTE005,R006,2025-05,470,10,15,2613967,130693,2483167,5561.4,5.0,13.7,1.0,2025-04,2
BC,방송서비스,BI0081,원격진료 서비스 1,US0081,HEALTH001,R004,2025-05,622,15,26,90838031,4228706,80345430,135971.28,5.0,289.9,1.0,2025-01,5
BC,방송서비스,BI0082,원격진료 서비스 2,US0082,HEALTH002,R005,2025-05,173,10,6,8640755,410357,7796791,47440.16,5.0,37.9,1.0,2025-04,2
BC,방송서비스,BI0083,원격진료 서비스 3,US0083,HEALTH003,R003,2025-05,308,23,12,21494768,1024484,19465213,66524.99,5.0,101.7,1.0,2025-03,3
BC,방송서비스,BI0084,원격진료 서비스 4,US0084,HEALTH004,R002,2025-05,170,12,2,6760142,330512,6279738,38883.83,5.0,25.8,1.0,2025-04,2
BC,방송서비스,BI0085,원격진료 서비스 5,US0085,HEALTH005,R005,2025-05,362,13,10,33969239,1575384,29932309,87037.83,5.0,174.3,1.0,2025-02,4
BC,방송서비스,BI0086,건강모니터링 서비스 1,US0086,VITAL001,R001,2025-05,239,15,7,8365477,393433,7475238,32923.31,5.0,24.9,1.0,2025-04,2
BC,방송서비스,BI0087,건강모니터링 서비스 2,US0087,VITAL002,R004,2025-05,1006,37,31,106599827,5096782,96838872,101327.69,5.0,300.5,1.0,2025-02,4
BC,방송서비스,BI0088,건강모니터링 서비스 3,US0088,VITAL003,R005,2025-05,508,32,17,38444819,1751298,33274667,68948.75,5.0,173.9,1.0,2025-02,4
BC,방송서비스,BI0089,건강모니터링 서비스 4,US0089,VITAL004,R005,2025-05,649,44,21,82404427,3769807,71626349,116172.81,5.0,316.3,1.0,2025-01,5
BC,방송서비스,BI0090,건강모니터링 서비스 5,US0090,VITAL005,R008,2025-05,500,27,23,46950141,2302500,43747507,92100.01,5.0,181.7,1.0,2025-02,4
BC,방송서비스,BI0091,응급호출 서비스 1,US0091,SOS001,R001,2025-05,177,5,5,4133770,202061,3839178,22831.86,5.0,50.1,1.0,2025-03,3
BC,방송서비스,BI0092,응급호출 서비스 2,US0092,SOS002,R008,2025-05,134,4,4,2518480,116245,2208671,17350.13,5.0,31.1,1.0,2025-04,2
BC,방송서비스,BI0093,응급호출 서비스 3,US0093,SOS003,R005,2025-05,289,18,7,15429611,745100,14156902,51564.02,5.0,219.7,1.0,2025-02,4
BC,방송서비스,BI0094,응급호출 서비스 4,US0094,SOS004,R001,2025-05,126,5,2,3459185,157302,2988748,24968.65,5.0,33.7,1.0,2025-04,2
BC,방송서비스,BI0095,응급호출 서비스 5,US0095,SOS005,R004,2025-05,102,2,3,1573825,77742,1477100,15243.56,5.0,22.8,1.0,2025-04,2
BC,방송서비스,BI0096,복약알림 서비스 1,US0096,MEDICINE001,R001,2025-05,492,12,15,8331088,398281,7567340,16190.29,5.0,88.5,1.0,2025-03,3
BC,방송서비스,BI0097,복약알림 서비스 2,US0097,MEDICINE002,R006,2025-05,359,8,7,4661501,213147,4049801,11874.51,5.0,15.8,1.0,2025-04,2
BC,방송서비스,BI0098,복약알림 서비스 3,US0098,MEDICINE003,R004,2025-05,744,55,33,16036841,787201,14956837,21161.34,5.0,177.8,1.0,2025-01,5
BC,방송서비스,BI0099,복약알림 서비스 4,US0099,MEDICINE004,R003,2025-05,507,24,13,6591859,301161,5722063,11880.13,5.0,32.5,1.0,2025-03,3
BC,방송서비스,BI0100,복약알림 서비스 5,US0100,MEDICINE005,R001,2025-05,536,28,12,6041240,285773,5429689,10663.18,5.0,48.3,1.0,2025-03,3
BC,방송서비스,BI0101,모바일 결제 서비스 1,US0101,PAY001,R001,2025-05,4181,116,77,114095664,5474167,104009173,26185.92,5.0,161.8,1.0,2025-02,4
BC,방송서비스,BI0102,모바일 결제 서비스 2,US0102,PAY002,R008,2025-05,3966,299,74,103929216,5169698,98224275,26070.09,5.0,112.1,1.0,2025-01,5
BC,방송서비스,BI0103,모바일 결제 서비스 3,US0103,PAY003,R005,2025-05,7391,180,218,310644479,15436229,293288366,41770.34,5.0,269.4,1.0,2025-01,5
BC,방송서비스,BI0104,모바일 결제 서비스 4,US0104,PAY004,R005,2025-05,2699,100,95,56927586,2825442,53683410,20936.96,5.0,52.8,1.0,2025-03,3
BC,방송서비스,BI0105,모바일 결제 서비스 5,US0105,PAY005,R002,2025-05,5350,178,205,122849693,5645080,107256527,21103.1,5.0,116.2,1.0,2025-02,4
BC,방송서비스,BI0106,블록체인 인증 1,US0106,BLOCK001,R001,2025-05,304,7,13,36847815,1702194,32341690,111986.46,5.0,297.5,1.0,2025-02,4
BC,방송서비스,BI0107,블록체인 인증 2,US0107,BLOCK002,R002,2025-05,125,2,1,4356528,202483,3847182,32397.32,5.0,65.4,1.0,2025-04,2
BC,방송서비스,BI0108,블록체인 인증 3,US0108,BLOCK003,R005,2025-05,185,5,7,5960475,279917,5318440,30261.39,5.0,50.9,1.0,2025-04,2
BC,방송서비스,BI0109,블록체인 인증 4,US0109,BLOCK004,R001,2025-05,110,6,1,5683629,274082,5207565,49833.16,5.0,65.1,1.0,2025-03,3
BC,방송서비스,BI0110,블록체인 인증 5,US0110,BLOCK005,R003,2025-05,162,12,7,6025289,300724,5713758,37126.43,5.0,44.9,1.0,2025-04,2
BC,방송서비스,BI0111,디지털 신원증명 1,US0111,ID001,R002,2025-05,202,4,2,5058008,252596,4799342,25009.6,5.0,52.9,1.0,2025-03,3
BC,방송서비스,BI0112,디지털 신원증명 2,US0112,ID002,R002,2025-05,416,21,16,19579557,976977,18562566,46970.06,5.0,131.7,1.0,2025-03,3
BC,방송서비스,BI0113,디지털 신원증명 3,US0113,ID003,R005,2025-05,277,15,3,12376929,598274,11367210,43196.69,5.0,116.9,1.0,2025-01,5
BC,방송서비스,BI0114,디지털 신원증명 4,US0114,ID004,R002,2025-05,309,14,9,12189294,564608,10727554,36544.22,5.0,131.4,1.0,2025-01,5
BC,방송서비스,BI0115,디지털 신원증명 5,US0115,ID005,R001,2025-05,182,12,2,5963551,295514,5614778,32474.13,5.0,86.9,1.0,2025-03,3
BC,방송서비스,BI0116,게임 전용 회선 1,US0116,GAME001,R006,2025-05,1273,41,16,114214512,5565499,105744487,87439.11,5.0,105.2,1.0,2025-02,4
BC,방송서비스,BI0117,게임 전용 회선 2,US0117,GAME002,R004,2025-05,1076,57,49,64215526,3179405,60408702,59096.75,5.0,37.1,1.0,2025-04,2
BC,방송서비스,BI0118,게임 전용 회선 3,US0118,GAME003,R003,2025-05,2066,134,61,211790097,9721027,184699532,94104.82,5.0,139.8,1.0,2025-02,4
BC,방송서비스,BI0119,게임 전용 회선 4,US0119,GAME004,R005,2025-05,1366,100,53,84365914,3872172,73571272,56693.59,5.0,49.5,1.0,2025-03,3
BC,방송서비스,BI0120,게임 전용 회선 5,US0120,GAME005,R007,2025-05,1278,28,36,79103520,3890241,73914585,60880.15,5.0,33.7,1.0,2025-04,2
BC,방송서비스,BI0121,스트리밍 최적화 1,US0121,STREAM001,R004,2025-05,2567,188,114,166022569,8046980,152892633,62695.6,5.0,78.2,1.0,2025-02,4
BC,방송서비스,BI0122,스트리밍 최적화 2,US0122,STREAM002,R001,2025-05,1513,56,73,72197371,3597802,68358252,47558.53,5.0,21.2,1.0,2025-03,3
BC,방송서비스,BI0123,스트리밍 최적화 3,US0123,STREAM003,R006,2025-05,2169,115,70,106507342,4871561,92559676,44919.89,5.0,53.5,1.0,2025-03,3
BC,방송서비스,BI0124,스트리밍 최적화 4,US0124,STREAM004,R002,2025-05,2736,87,120,219907749,10371012,197049242,75811.5,5.0,115.4,1.0,2025-02,4
BC,방송서비스,BI0125,스트리밍 최적화 5,US0125,STREAM005,R003,2025-05,2657,186,130,249521468,11898230,226066373,89561.39,5.0,117.2,1.0,2025-01,5
BC,방송서비스,BI0126,VR/AR 서비스 1,US0126,VR001,R003,2025-05,2336,126,59,1393367354,65438047,1243322900,560257.25,5.0,849.6,1.0,2025-01,5
BC,방송서비스,BI0127,VR/AR 서비스 2,US0127,VR002,R001,2025-05,591,37,17,56583112,2823071,53638353,95535.41,5.0,68.4,1.0,2025-04,2
BC,방송서비스,BI0128,VR/AR 서비스 3,US0128,VR003,R001,2025-05,540,24,15,71515896,3419888,64977883,126662.54,5.0,96.4,1.0,2025-03,3
BC,방송서비스,BI0129,VR/AR 서비스 4,US0129,VR004,R008,2025-05,586,19,21,61508336,2883945,54794963,98428.17,5.0,84.8,1.0,2025-04,2
BC,방송서비스,BI0130,VR/AR 서비스 5,US0130,VR005,R003,2025-05,514,32,13,46961317,2251387,42776370,87602.64,5.0,57.7,1.0,2025-04,2
