lob,lob명,청구항목id,청구항목명,단위서비스id,단위서비스명,요금유형코드,기준월,회선수,신규회선수,해지회선수,요청금액,할인금액,청구금액,ARPU,할인율,성장률,계절성_요인,출시월,서비스개월수
IOT,사물인터넷,BI0020,농업 IoT 서비스,US0020,AGRI001,R006,2025-02,309,20,8,2928553,136281,2589350,8820.81,5.0,0.0,0.9,2025-02,1
IOT,사물인터넷,BI0022,스마트미터 서비스,US0022,METER001,R002,2025-02,891,45,9,5620266,275935,5242782,6193.85,5.0,25.0,0.9,2025-01,2
IOT,사물인터넷,BI0025,스마트 팩토리,US0025,FACTORY001,R007,2025-02,191,15,7,4155680,206000,3914001,21570.69,5.0,0.0,0.9,2025-02,1
EN,기업솔루션,BI0026,기업전용 패키지 월정액,US0026,BUSI001,R003,2025-02,748,42,29,88569026,12975628,73528562,115647.31,15.0,8.0,0.9,2025-01,2
EN,기업솔루션,BI0027,기업 전용선 월정액,US0027,CORP001,R008,2025-02,463,13,22,82071185,11723491,66433121,168804.78,15.0,5.0,0.9,2025-01,2
IS,인터넷서비스,BI0029,클라우드 연결 서비스,US0029,CLOUD001,R005,2025-02,248,19,5,16169686,761372,14466068,61400.97,5.0,0.0,0.9,2025-02,1
EN,기업솔루션,BI0030,보안솔루션 월정액,US0030,SEC001,R002,2025-02,219,8,7,20813543,1004667,19088689,91750.49,5.0,12.0,0.9,2025-01,2
EN,기업솔루션,BI0031,영상회의 서비스,US0031,CONF001,R002,2025-02,535,30,10,21778445,1051699,19982300,39315.89,5.0,0.0,0.9,2025-02,1
IS,인터넷서비스,BI0032,서버 호스팅 서비스,US0032,HOST001,R008,2025-02,179,13,3,16386099,787080,14954535,87941.98,5.0,15.0,0.9,2025-01,2
EN,기업솔루션,BI0034,방화벽 서비스,US0034,FW001,R003,2025-02,107,6,4,7065502,343477,6526078,64201.45,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0036,컬러링 서비스,US0036,ADDON001,R005,2025-02,3005,114,139,8341010,401313,7624965,2670.97,5.0,-2.0,0.9,2025-01,2
BC,방송서비스,BI0037,통화대기 서비스,US0037,ADDON002,R008,2025-02,2671,131,49,6012389,292266,5553055,2188.44,5.0,-3.0,0.9,2025-01,2
BC,방송서비스,BI0038,음성사서함 서비스,US0038,ADDON003,R006,2025-02,2109,112,83,5597006,266497,5063459,2527.24,5.0,-1.0,0.9,2025-01,2
BC,방송서비스,BI0039,번호이동 서비스,US0039,PORT001,R004,2025-02,1790,62,46,2778840,129440,2459360,1446.26,5.0,5.0,0.9,2025-01,2
EN,기업솔루션,BI0040,스팸차단 서비스,US0040,SEC002,R001,2025-02,1964,87,89,6591304,320364,6086920,3262.36,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0042,위치정보 서비스,US0042,LOC001,R005,2025-02,1775,54,69,7245704,342769,6512617,3862.19,5.0,8.0,0.9,2025-01,2
IS,인터넷서비스,BI0043,클라우드 백업 서비스,US0043,CLOUD002,R005,2025-02,1383,45,37,6330017,300159,5703023,4340.7,5.0,10.0,0.9,2025-01,2
BC,방송서비스,BI0044,벨소리 다운로드,US0044,ADDON004,R003,2025-02,3406,220,63,3734642,176151,3346870,1034.36,5.0,-8.0,0.9,2025-01,2
BC,방송서비스,BI0045,통화녹음 서비스,US0045,ADDON005,R003,2025-02,1167,87,13,3451681,161807,3074336,2773.05,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0046,재난안전 서비스,US0046,EMRG001,R008,2025-02,579,27,11,5892732,272062,5169195,9397.68,5.0,18.0,0.9,2025-01,2
BC,방송서비스,BI0047,응급신고 서비스,US0047,EMRG002,R004,2025-02,249,15,11,1662446,76670,1456743,6158.29,5.0,0.0,0.9,2025-02,1
IS,인터넷서비스,BI0049,의료진 전용 서비스,US0049,MED001,R007,2025-02,267,18,2,13848510,670635,12742083,50234.9,5.0,22.0,0.9,2025-01,2
BC,방송서비스,BI0051,배달 서비스 연동,US0051,DELIV001,R003,2025-02,982,21,26,8036914,387309,7358877,7888.17,5.0,0.0,0.9,2025-02,1
IS,인터넷서비스,BI0052,공공 WiFi 서비스,US0052,WIFI001,R003,2025-02,2193,121,47,13426207,646987,12292758,5900.48,5.0,15.0,0.9,2025-01,2
BC,방송서비스,BI0055,날씨 알림 서비스,US0055,WEATHER001,R008,2025-02,3017,62,30,7713686,356388,6771372,2362.53,5.0,5.0,0.9,2025-01,2
BC,방송서비스,BI0056,스마트파킹 서비스 1,US0056,PARK001,R003,2025-02,232,5,4,1642775,77707,1476445,6698.93,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0057,스마트파킹 서비스 2,US0057,PARK002,R001,2025-02,267,9,3,1698674,81256,1543876,6086.64,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0059,스마트파킹 서비스 4,US0059,PARK004,R001,2025-02,268,17,3,1885482,85945,1632968,6413.86,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0060,스마트파킹 서비스 5,US0060,PARK005,R003,2025-02,263,20,7,1837542,86043,1634817,6543.2,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0061,스마트가로등 서비스 1,US0061,LIGHT001,R001,2025-02,953,34,14,4489889,220735,4193971,4632.43,5.0,23.9,0.9,2025-01,2
BC,방송서비스,BI0062,스마트가로등 서비스 2,US0062,LIGHT002,R006,2025-02,720,24,31,2559870,122153,2320926,3393.17,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0063,스마트가로등 서비스 3,US0063,LIGHT003,R001,2025-02,769,44,12,3236923,153764,2921527,3999.08,5.0,10.7,0.9,2025-01,2
BC,방송서비스,BI0064,스마트가로등 서비스 4,US0064,LIGHT004,R006,2025-02,1121,24,14,5384751,247455,4701660,4414.91,5.0,17.6,0.9,2025-01,2
BC,방송서비스,BI0067,대기질 모니터링 2,US0067,AIR002,R003,2025-02,204,11,3,1819445,84274,1601218,8262.22,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0068,대기질 모니터링 3,US0068,AIR003,R001,2025-02,171,12,5,1177714,55795,1060117,6525.81,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0069,대기질 모니터링 4,US0069,AIR004,R002,2025-02,219,14,4,1833181,91621,1740810,8367.27,5.0,22.9,0.9,2025-01,2
BC,방송서비스,BI0070,대기질 모니터링 5,US0070,AIR005,R007,2025-02,199,9,6,1956229,90864,1726416,9132.06,5.0,27.2,0.9,2025-01,2
BC,방송서비스,BI0072,교통정보 서비스 2,US0072,TRAFFIC002,R006,2025-02,348,8,7,2657551,122716,2331618,7052.68,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0075,교통정보 서비스 5,US0075,TRAFFIC005,R008,2025-02,645,14,23,4625570,216683,4116992,6718.88,5.0,41.4,0.9,2025-01,2
BC,방송서비스,BI0076,스마트 쓰레기통 1,US0076,WASTE001,R002,2025-02,380,26,16,1645606,82204,1561894,4326.57,5.0,13.6,0.9,2025-01,2
BC,방송서비스,BI0078,스마트 쓰레기통 3,US0078,WASTE003,R002,2025-02,316,24,14,1270008,61971,1177466,3922.27,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0079,스마트 쓰레기통 4,US0079,WASTE004,R001,2025-02,413,12,15,2254929,103835,1972873,5028.35,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0081,원격진료 서비스 1,US0081,HEALTH001,R003,2025-02,207,7,3,9593093,445178,8458395,43012.43,5.0,40.5,0.9,2025-01,2
BC,방송서비스,BI0085,원격진료 서비스 5,US0085,HEALTH005,R003,2025-02,106,7,3,3214621,152694,2901187,28810.2,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0087,건강모니터링 서비스 2,US0087,VITAL002,R006,2025-02,203,6,3,4826385,219755,4175356,21650.8,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0088,건강모니터링 서비스 3,US0088,VITAL003,R003,2025-02,139,10,6,3137118,156850,2980150,22568.35,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0089,건강모니터링 서비스 4,US0089,VITAL004,R004,2025-02,205,6,4,7664274,357716,6796607,34899.14,5.0,42.8,0.9,2025-01,2
BC,방송서비스,BI0090,건강모니터링 서비스 5,US0090,VITAL005,R002,2025-02,174,5,5,5176655,252433,4796238,29015.35,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0093,응급호출 서비스 3,US0093,SOS003,R002,2025-02,77,5,3,1260361,58707,1115434,15248.58,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0098,복약알림 서비스 3,US0098,MEDICINE003,R001,2025-02,306,20,4,3171184,144845,2752059,9467.01,5.0,29.1,0.9,2025-01,2
BC,방송서비스,BI0101,모바일 결제 서비스 1,US0101,PAY001,R001,2025-02,1358,105,31,13028447,643337,12223420,9474.78,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0102,모바일 결제 서비스 2,US0102,PAY002,R006,2025-02,1913,131,28,25701901,1187987,22571758,12420.15,5.0,20.7,0.9,2025-01,2
BC,방송서비스,BI0103,모바일 결제 서비스 3,US0103,PAY003,R007,2025-02,2304,72,106,35632424,1678107,31884043,14566.91,5.0,38.6,0.9,2025-01,2
BC,방송서비스,BI0105,모바일 결제 서비스 5,US0105,PAY005,R002,2025-02,2217,95,80,21286854,1037410,19710796,9358.69,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0106,블록체인 인증 1,US0106,BLOCK001,R005,2025-02,70,1,1,1828304,88420,1679984,25262.93,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0113,디지털 신원증명 3,US0113,ID003,R001,2025-02,140,7,2,3260849,154390,2933425,22055.82,5.0,21.4,0.9,2025-01,2
BC,방송서비스,BI0114,디지털 신원증명 4,US0114,ID004,R005,2025-02,153,6,6,2924929,135884,2581798,17762.63,5.0,23.3,0.9,2025-01,2
BC,방송서비스,BI0116,게임 전용 회선 1,US0116,GAME001,R005,2025-02,585,41,21,23442244,1141781,21693853,39035.27,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0118,게임 전용 회선 3,US0118,GAME003,R007,2025-02,852,45,28,31397383,1549866,29447462,36381.84,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0121,스트리밍 최적화 1,US0121,STREAM001,R002,2025-02,1304,67,64,46524959,2169694,41224189,33277.52,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0124,스트리밍 최적화 4,US0124,STREAM004,R008,2025-02,992,61,27,32371849,1588696,30185236,32030.17,5.0,0.0,0.9,2025-02,1
BC,방송서비스,BI0125,스트리밍 최적화 5,US0125,STREAM005,R006,2025-02,1354,85,62,62499727,2901869,55135521,42863.66,5.0,21.4,0.9,2025-01,2
BC,방송서비스,BI0126,VR/AR 서비스 1,US0126,VR001,R006,2025-02,373,13,14,35214738,1684766,32010559,90335.99,5.0,75.5,0.9,2025-01,2
