lob,lob명,청구항목id,청구항목명,단위서비스id,단위서비스명,요금유형코드,기준월,회선수,신규회선수,해지회선수,요청금액,할인금액,청구금액,ARPU,할인율,성장률,계절성_요인,출시월,서비스개월수
EN,기업솔루션,BI0040,스팸차단 서비스,US0040,SEC002,R008,2025-03,2796,206,126,11790774,812859,10799423,4153.18,7.0,15.0,1.05,2025-02,2
BC,방송서비스,BI0041,안심귀가 서비스,US0041,SAFE001,R007,2025-03,1541,118,67,7552043,482105,6405113,4469.32,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0042,위치정보 서비스,US0042,LOC001,R004,2025-03,2120,109,78,10333783,686283,9117774,4624.56,7.0,16.6,1.05,2025-01,3
IS,인터넷서비스,BI0043,클라우드 백업 서비스,US0043,CLOUD002,R003,2025-03,1910,129,84,11120726,736130,9780019,5505.84,7.0,21.0,1.05,2025-01,3
BC,방송서비스,BI0044,벨소리 다운로드,US0044,ADDON004,R001,2025-03,4223,100,202,4662061,317932,4223961,1075.51,7.0,-15.4,1.05,2025-01,3
BC,방송서비스,BI0045,통화녹음 서비스,US0045,ADDON005,R002,2025-03,1545,110,30,6188676,402603,5348870,3722.64,7.0,12.0,1.05,2025-02,2
BC,방송서비스,BI0046,재난안전 서비스,US0046,EMRG001,R001,2025-03,775,20,18,10357454,678492,9014258,12506.77,7.0,39.2,1.05,2025-01,3
BC,방송서비스,BI0047,응급신고 서비스,US0047,EMRG002,R008,2025-03,433,20,14,4148360,270321,3591416,8918.56,7.0,25.0,1.05,2025-02,2
IS,인터넷서비스,BI0048,교육용 태블릿 월정액,US0048,EDU001,R006,2025-03,855,24,29,24764886,1578984,20977938,26382.37,7.0,0.0,1.05,2025-03,1
IS,인터넷서비스,BI0049,의료진 전용 서비스,US0049,MED001,R008,2025-03,416,20,17,29536159,2026574,26924497,69593.92,7.0,48.8,1.05,2025-01,3
BC,방송서비스,BI0051,배달 서비스 연동,US0051,DELIV001,R006,2025-03,1909,122,60,23230756,1610527,21397006,12052.14,7.0,40.0,1.05,2025-02,2
IS,인터넷서비스,BI0052,공공 WiFi 서비스,US0052,WIFI001,R006,2025-03,2962,232,92,25098779,1660905,22066322,8010.54,7.0,32.2,1.05,2025-01,3
BC,방송서비스,BI0054,번역 서비스,US0054,TRANS001,R003,2025-03,284,11,4,1452721,97253,1292088,4892.05,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0055,날씨 알림 서비스,US0055,WEATHER001,R001,2025-03,4189,92,197,12832758,849917,11291768,2898.47,7.0,10.3,1.05,2025-01,3
BC,방송서비스,BI0056,스마트파킹 서비스 1,US0056,PARK001,R005,2025-03,329,15,12,3426903,236192,3137985,10255.86,7.0,24.1,1.05,2025-02,2
BC,방송서비스,BI0057,스마트파킹 서비스 2,US0057,PARK002,R008,2025-03,367,18,4,3353211,216081,2870800,8411.12,7.0,20.1,1.05,2025-02,2
BC,방송서비스,BI0058,스마트파킹 서비스 3,US0058,PARK003,R005,2025-03,410,29,12,3893885,252107,3349427,8784.23,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0059,스마트파킹 서비스 4,US0059,PARK004,R004,2025-03,483,26,23,5736773,381925,5074150,11296.22,7.0,40.7,1.05,2025-02,2
BC,방송서비스,BI0060,스마트파킹 서비스 5,US0060,PARK005,R005,2025-03,449,10,12,5374150,373055,4956309,11869.41,7.0,51.1,1.05,2025-02,2
BC,방송서비스,BI0061,스마트가로등 서비스 1,US0061,LIGHT001,R004,2025-03,1356,61,63,8842730,603167,8013509,6354.48,7.0,53.5,1.05,2025-01,3
BC,방송서비스,BI0062,스마트가로등 서비스 2,US0062,LIGHT002,R002,2025-03,1093,82,33,4922718,339922,4516116,4442.85,7.0,19.8,1.05,2025-02,2
BC,방송서비스,BI0063,스마트가로등 서비스 3,US0063,LIGHT003,R002,2025-03,941,23,34,4670256,325867,4329384,4947.13,7.0,22.5,1.05,2025-01,3
BC,방송서비스,BI0064,스마트가로등 서비스 4,US0064,LIGHT004,R001,2025-03,1407,73,61,9268283,646670,8591481,6565.85,7.0,38.3,1.05,2025-01,3
BC,방송서비스,BI0067,대기질 모니터링 2,US0067,AIR002,R004,2025-03,307,17,12,3821828,244269,3245290,11366.64,7.0,15.8,1.05,2025-02,2
BC,방송서비스,BI0068,대기질 모니터링 3,US0068,AIR003,R005,2025-03,217,6,10,2082978,135365,1798429,8911.49,7.0,18.7,1.05,2025-02,2
BC,방송서비스,BI0069,대기질 모니터링 4,US0069,AIR004,R006,2025-03,322,18,6,3971999,271593,3608309,12049.39,7.0,51.0,1.05,2025-01,3
BC,방송서비스,BI0070,대기질 모니터링 5,US0070,AIR005,R002,2025-03,306,13,13,4624286,303751,4035557,14180.75,7.0,61.8,1.05,2025-01,3
BC,방송서비스,BI0071,교통정보 서비스 1,US0071,TRAFFIC001,R005,2025-03,379,24,14,2600377,174693,2320933,6584.77,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0072,교통정보 서비스 2,US0072,TRAFFIC002,R002,2025-03,451,25,5,4778743,322420,4283582,10212.87,7.0,17.7,1.05,2025-02,2
BC,방송서비스,BI0073,교통정보 서비스 3,US0073,TRAFFIC003,R007,2025-03,562,18,20,4156179,287863,3824472,7317.32,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0074,교통정보 서비스 4,US0074,TRAFFIC004,R001,2025-03,658,31,26,5549156,379912,5047405,8248.2,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0075,교통정보 서비스 5,US0075,TRAFFIC005,R004,2025-03,1080,80,15,12713144,844600,11221124,11171.97,7.0,99.8,1.05,2025-01,3
BC,방송서비스,BI0076,스마트 쓰레기통 1,US0076,WASTE001,R005,2025-03,442,21,7,2888299,185893,2469722,6008.18,7.0,29.1,1.05,2025-01,3
BC,방송서비스,BI0077,스마트 쓰레기통 2,US0077,WASTE002,R006,2025-03,368,27,5,2272658,145532,1933504,5649.56,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0078,스마트 쓰레기통 3,US0078,WASTE003,R005,2025-03,425,26,12,2336844,157620,2094097,5298.16,7.0,21.3,1.05,2025-02,2
BC,방송서비스,BI0079,스마트 쓰레기통 4,US0079,WASTE004,R006,2025-03,612,19,11,4538200,296051,3933252,6910.63,7.0,15.3,1.05,2025-02,2
BC,방송서비스,BI0081,원격진료 서비스 1,US0081,HEALTH001,R007,2025-03,323,22,9,24316709,1596692,21213199,70618.86,7.0,97.5,1.05,2025-01,3
BC,방송서비스,BI0083,원격진료 서비스 3,US0083,HEALTH003,R001,2025-03,148,6,3,5508651,358645,4764868,34618.33,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0085,원격진료 서비스 5,US0085,HEALTH005,R005,2025-03,164,11,4,7960873,526625,6996597,45873.31,7.0,40.0,1.05,2025-02,2
BC,방송서비스,BI0087,건강모니터링 서비스 2,US0087,VITAL002,R003,2025-03,429,31,12,17707159,1207480,16042244,40209.15,7.0,58.8,1.05,2025-02,2
BC,방송서비스,BI0088,건강모니터링 서비스 3,US0088,VITAL003,R004,2025-03,274,7,7,11729262,751270,9981164,39169.47,7.0,39.9,1.05,2025-02,2
BC,방송서비스,BI0089,건강모니터링 서비스 4,US0089,VITAL004,R001,2025-03,315,14,4,18909373,1312924,17443137,59543.05,7.0,104.0,1.05,2025-01,3
BC,방송서비스,BI0090,건강모니터링 서비스 5,US0090,VITAL005,R001,2025-03,270,10,3,13055681,885531,11764913,46853.5,7.0,41.2,1.05,2025-02,2
BC,방송서비스,BI0091,응급호출 서비스 1,US0091,SOS001,R002,2025-03,123,8,4,1906345,127523,1694243,14811.11,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0093,응급호출 서비스 3,US0093,SOS003,R001,2025-03,143,9,3,3677212,256309,3405260,25605.38,7.0,47.3,1.05,2025-02,2
BC,방송서비스,BI0096,복약알림 서비스 1,US0096,MEDICINE001,R001,2025-03,282,11,8,2840942,182583,2425757,9249.43,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0098,복약알림 서비스 3,US0098,MEDICINE003,R005,2025-03,454,16,17,6408020,447569,5946286,14083.38,7.0,66.7,1.05,2025-01,3
BC,방송서비스,BI0099,복약알림 서비스 4,US0099,MEDICINE004,R006,2025-03,386,30,10,4093646,266639,3542494,9868.22,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0100,복약알림 서비스 5,US0100,MEDICINE005,R003,2025-03,385,21,18,3028413,197559,2624721,7330.6,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0101,모바일 결제 서비스 1,US0101,PAY001,R005,2025-03,2061,72,89,32387076,2187213,29058692,15160.56,7.0,37.8,1.05,2025-02,2
BC,방송서비스,BI0102,모바일 결제 서비스 2,US0102,PAY002,R007,2025-03,3220,223,47,59538674,4054849,53871573,17989.57,7.0,45.7,1.05,2025-01,3
BC,방송서비스,BI0103,모바일 결제 서비스 3,US0103,PAY003,R001,2025-03,3729,81,112,83844664,5593313,74311159,21427.86,7.0,92.2,1.05,2025-01,3
BC,방송서비스,BI0104,모바일 결제 서비스 4,US0104,PAY004,R005,2025-03,1760,139,26,26457256,1778301,23626000,14434.26,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0105,모바일 결제 서비스 5,US0105,PAY005,R001,2025-03,3238,91,37,43908430,2978599,39572819,13141.27,7.0,29.3,1.05,2025-02,2
BC,방송서비스,BI0106,블록체인 인증 1,US0106,BLOCK001,R007,2025-03,126,3,6,6290595,408833,5431648,46353.03,7.0,58.4,1.05,2025-02,2
BC,방송서비스,BI0109,블록체인 인증 4,US0109,BLOCK004,R004,2025-03,82,4,2,2654838,180610,2399545,31465.31,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0111,디지털 신원증명 1,US0111,ID001,R002,2025-03,145,8,1,2507613,165464,2198317,16301.94,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0112,디지털 신원증명 2,US0112,ID002,R008,2025-03,187,7,6,4168907,268542,3567775,20515.07,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0113,디지털 신원증명 3,US0113,ID003,R002,2025-03,201,7,9,6351015,441050,5859665,31346.84,7.0,47.3,1.05,2025-01,3
BC,방송서비스,BI0114,디지털 신원증명 4,US0114,ID004,R004,2025-03,239,5,9,6393805,438901,5831122,26234.41,7.0,52.1,1.05,2025-01,3
BC,방송서비스,BI0115,디지털 신원증명 5,US0115,ID005,R006,2025-03,102,5,2,1848057,126158,1676105,17669.25,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0116,게임 전용 회선 1,US0116,GAME001,R005,2025-03,857,38,22,50687006,3412355,45335586,56882.08,7.0,27.1,1.05,2025-02,2
BC,방송서비스,BI0118,게임 전용 회선 3,US0118,GAME003,R005,2025-03,1201,82,21,68772979,4635506,61586022,55138.66,7.0,33.8,1.05,2025-02,2
BC,방송서비스,BI0119,게임 전용 회선 4,US0119,GAME004,R007,2025-03,899,48,40,38588022,2621554,34829219,41658.26,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0121,스트리밍 최적화 1,US0121,STREAM001,R002,2025-03,1803,44,49,88841354,5970387,79320865,47305.19,7.0,21.2,1.05,2025-02,2
BC,방송서비스,BI0122,스트리밍 최적화 2,US0122,STREAM002,R004,2025-03,1352,49,25,57793514,3865395,51354536,40843.14,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0123,스트리밍 최적화 3,US0123,STREAM003,R005,2025-03,1288,79,60,43291346,2934744,38990171,32550.4,7.0,0.0,1.05,2025-03,1
BC,방송서비스,BI0124,스트리밍 최적화 4,US0124,STREAM004,R003,2025-03,1604,42,72,76791692,5029342,66818402,44792.86,7.0,29.1,1.05,2025-02,2
BC,방송서비스,BI0125,스트리밍 최적화 5,US0125,STREAM005,R005,2025-03,1844,143,71,120921991,8211896,109100911,63618.66,7.0,47.4,1.05,2025-01,3
BC,방송서비스,BI0126,VR/AR 서비스 1,US0126,VR001,R007,2025-03,885,62,9,184152648,12368697,164326984,199656.14,7.0,208.2,1.05,2025-01,3
BC,방송서비스,BI0128,VR/AR 서비스 3,US0128,VR003,R004,2025-03,312,16,12,20954445,1430450,19004555,65496.81,7.0,0.0,1.05,2025-03,1
